QualStatus,IssueAge,Gender,InitialBB,InitialPols,InitialPremium,Benefit_Base_Bucket,Percentage,CreditingStrategy,PolicyID,SCPeriod,valRate,MGIR,Bonus,RollupType,Rollup,RollupDuration,GLWBStartYear,WaitPeriod
N,67,Female,77449.30641,0.107721051,59576.38954,"[500000, Inf)",0.119845146,Indexed,694,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,67,Female,28290.68741,0.039348352,21762.06724,"[500000, Inf)",0.043777042,Fixed,695,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,67,Female,84872.06224,0.118045057,65286.20172,"[500000, Inf)",0.131331127,Indexed,696,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,67,Female,16585.42919,0.023067991,12758.02245,"[500000, Inf)",0.025664312,Fixed,697,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,67,Female,49756.28756,0.069203972,38274.06736,"[500000, Inf)",0.076992937,Indexed,698,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,67,Female,4767.78951,0.006631322,3667.530392,"[500000, Inf)",0.007377683,Fixed,699,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,67,Female,14303.36853,0.019893966,11002.59118,"[500000, Inf)",0.022133049,Indexed,700,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,67,Male,1288.40219,0.042276629,991.0786079,"[0, 50000)",0.007343393,Fixed,701,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,67,Male,3865.206571,0.126829886,2973.235824,"[0, 50000)",0.02203018,Indexed,702,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,67,Male,688.8267203,0.022602625,529.866708,"[0, 50000)",0.003926045,Fixed,703,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,67,Male,2066.480161,0.067807875,1589.600124,"[0, 50000)",0.011778136,Indexed,704,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,67,Male,363.0473754,0.011912755,279.2672118,"[0, 50000)",0.002069229,Fixed,705,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,67,Male,1089.142126,0.035738264,837.8016355,"[0, 50000)",0.006207688,Indexed,706,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,67,Male,804.1715691,0.026387461,618.5935147,"[0, 50000)",0.004583466,Fixed,707,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,67,Male,2412.514707,0.079162384,1855.780544,"[0, 50000)",0.013750399,Indexed,708,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,67,Male,829.9863296,0.027234527,638.4510227,"[0, 50000)",0.0047306,Fixed,709,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,67,Male,2489.958989,0.08170358,1915.353068,"[0, 50000)",0.014191801,Indexed,710,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,67,Male,894.7304973,0.029358992,688.2542287,"[0, 50000)",0.005099617,Fixed,711,10,0.0475,0.01,0,Simple,0.1,10,6,5
N,67,Male,2684.191492,0.088076975,2064.762686,"[0, 50000)",0.015298852,Indexed,712,10,0.0475,0.01,0,Simple,0.1,10,6,5
N,67,Male,999.3606694,0.032792245,768.7389765,"[0, 50000)",0.005695969,Fixed,713,10,0.0475,0.01,0,Simple,0.1,10,7,6
N,67,Male,2998.082008,0.098376734,2306.216929,"[0, 50000)",0.017087906,Indexed,714,10,0.0475,0.01,0,Simple,0.1,10,7,6
N,67,Male,1147.019224,0.037637398,882.3224797,"[0, 50000)",0.006537565,Fixed,715,10,0.0475,0.01,0,Simple,0.1,10,8,7
N,67,Male,3441.057671,0.112912194,2646.967439,"[0, 50000)",0.019612695,Indexed,716,10,0.0475,0.01,0,Simple,0.1,10,8,7
N,67,Male,1341.247252,0.044010646,1031.728655,"[0, 50000)",0.00764459,Fixed,717,10,0.0475,0.01,0,Simple,0.1,10,9,8
N,67,Male,4023.741756,0.132031937,3095.185966,"[0, 50000)",0.022933769,Indexed,718,10,0.0475,0.01,0,Simple,0.1,10,9,8
N,67,Male,1583.578137,0.051962303,1218.137028,"[0, 50000)",0.009025782,Fixed,719,10,0.0475,0.01,0,Simple,0.1,10,10,9
N,67,Male,4750.73441,0.155886909,3654.411085,"[0, 50000)",0.027077345,Indexed,720,10,0.0475,0.01,0,Simple,0.1,10,10,9
N,67,Male,6468.369142,0.212248041,4975.668571,"[0, 50000)",0.036867198,Fixed,721,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,67,Male,19405.10743,0.636744122,14927.00571,"[0, 50000)",0.110601594,Indexed,722,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,67,Male,7684.854662,0.252164852,5911.426663,"[0, 50000)",0.043800694,Fixed,723,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,67,Male,23054.56399,0.756494555,17734.27999,"[0, 50000)",0.131402082,Indexed,724,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,67,Male,8768.040806,0.28770768,6744.646774,"[0, 50000)",0.049974435,Fixed,725,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,67,Male,26304.12242,0.863123041,20233.94032,"[0, 50000)",0.149923306,Indexed,726,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,67,Male,11000.99607,0.36097814,8462.304671,"[0, 50000)",0.062701415,Fixed,727,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,67,Male,33002.98822,1.08293442,25386.91401,"[0, 50000)",0.188104246,Indexed,728,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,67,Male,18512.26704,0.141401246,14240.20542,"[100000, 200000)",0.015324254,Fixed,729,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,67,Male,55536.80113,0.424203737,42720.61625,"[100000, 200000)",0.045972762,Indexed,730,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,67,Male,9285.444351,0.070924506,7142.649501,"[100000, 200000)",0.00768639,Fixed,731,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,67,Male,27856.33305,0.212773519,21427.9485,"[100000, 200000)",0.02305917,Indexed,732,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,67,Male,4631.292705,0.035374952,3562.53285,"[100000, 200000)",0.003833734,Fixed,733,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,67,Male,13893.87812,0.106124856,10687.59855,"[100000, 200000)",0.011501202,Indexed,734,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,67,Male,10070.40627,0.076920238,7746.466364,"[100000, 200000)",0.008336173,Fixed,735,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,67,Male,30211.21882,0.230760715,23239.39909,"[100000, 200000)",0.025008519,Indexed,736,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,67,Male,10193.20214,0.077858183,7840.924726,"[100000, 200000)",0.008437822,Fixed,737,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,67,Male,30579.60643,0.23357455,23522.77418,"[100000, 200000)",0.025313467,Indexed,738,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,67,Male,10755.55526,0.082153575,8273.504048,"[100000, 200000)",0.008903332,Fixed,739,10,0.0475,0.01,0,Simple,0.1,10,6,5
N,67,Male,32266.66579,0.246460724,24820.51214,"[100000, 200000)",0.026709996,Indexed,740,10,0.0475,0.01,0,Simple,0.1,10,6,5
N,67,Male,11723.41257,0.089546307,9018.009672,"[100000, 200000)",0.009704514,Fixed,741,10,0.0475,0.01,0,Simple,0.1,10,7,6
N,67,Male,35170.23772,0.26863892,27054.02902,"[100000, 200000)",0.029113541,Indexed,742,10,0.0475,0.01,0,Simple,0.1,10,7,6
N,67,Male,13074.73212,0.099868018,10057.48625,"[100000, 200000)",0.010823121,Fixed,743,10,0.0475,0.01,0,Simple,0.1,10,8,7
N,67,Male,39224.19637,0.299604053,30172.45875,"[100000, 200000)",0.032469364,Indexed,744,10,0.0475,0.01,0,Simple,0.1,10,8,7
N,67,Male,14769.97094,0.112816668,11361.51611,"[100000, 200000)",0.012226422,Fixed,745,10,0.0475,0.01,0,Simple,0.1,10,9,8
N,67,Male,44309.91282,0.338450005,34084.54832,"[100000, 200000)",0.036679265,Indexed,746,10,0.0475,0.01,0,Simple,0.1,10,9,8
N,67,Male,16719.06726,0.127704345,12860.82097,"[100000, 200000)",0.013839863,Fixed,747,10,0.0475,0.01,0,Simple,0.1,10,10,9
N,67,Male,50157.20179,0.383113035,38582.46292,"[100000, 200000)",0.041519588,Indexed,748,10,0.0475,0.01,0,Simple,0.1,10,10,9
N,67,Male,52835.29748,0.403568988,40642.53652,"[100000, 200000)",0.043736486,Fixed,749,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,67,Male,158505.8924,1.210706965,121927.6096,"[100000, 200000)",0.131209459,Indexed,750,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,67,Male,59369.59719,0.453479576,45668.92092,"[100000, 200000)",0.049145509,Fixed,751,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,67,Male,178108.7916,1.360438727,137006.7627,"[100000, 200000)",0.147436526,Indexed,752,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,67,Male,46575.45611,0.355754782,35827.27393,"[100000, 200000)",0.038554657,Fixed,753,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,67,Male,139726.3683,1.067264345,107481.8218,"[100000, 200000)",0.115663972,Indexed,754,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,67,Male,23493.57034,0.179449665,18071.97719,"[100000, 200000)",0.019447723,Fixed,755,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,67,Male,70480.71103,0.538348994,54215.93156,"[100000, 200000)",0.058343168,Indexed,756,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,67,Male,33923.1617,0.120387529,26094.73977,"[200000, 500000)",0.021204494,Fixed,757,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,67,Male,101769.4851,0.361162586,78284.2193,"[200000, 500000)",0.063613482,Indexed,758,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,67,Male,15716.6395,0.055775679,12089.72269,"[200000, 500000)",0.009824066,Fixed,759,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,67,Male,47149.91849,0.167327038,36269.16807,"[200000, 500000)",0.029472199,Indexed,760,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,67,Male,7288.585369,0.025865949,5606.60413,"[200000, 500000)",0.004555907,Fixed,761,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,67,Male,21865.75611,0.077597848,16819.81239,"[200000, 500000)",0.01366772,Indexed,762,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,67,Male,15709.52153,0.055750419,12084.24733,"[200000, 500000)",0.009819617,Fixed,763,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,67,Male,47128.56459,0.167251257,36252.74199,"[200000, 500000)",0.029458851,Indexed,764,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,67,Male,15754.53459,0.055910163,12118.87276,"[200000, 500000)",0.009847753,Fixed,765,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,67,Male,47263.60377,0.167730488,36356.61829,"[200000, 500000)",0.02954326,Indexed,766,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,67,Male,16455.58968,0.058398088,12658.14591,"[200000, 500000)",0.010285965,Fixed,767,10,0.0475,0.01,0,Simple,0.1,10,6,5
N,67,Male,49366.76905,0.175194264,37974.43773,"[200000, 500000)",0.030857895,Indexed,768,10,0.0475,0.01,0,Simple,0.1,10,6,5
N,67,Male,17730.03999,0.062920895,13638.4923,"[200000, 500000)",0.011082591,Fixed,769,10,0.0475,0.01,0,Simple,0.1,10,7,6
N,67,Male,53190.11996,0.188762685,40915.47689,"[200000, 500000)",0.033247773,Indexed,770,10,0.0475,0.01,0,Simple,0.1,10,7,6
N,67,Male,19507.45168,0.069228627,15005.73206,"[200000, 500000)",0.012193605,Fixed,771,10,0.0475,0.01,0,Simple,0.1,10,8,7
N,67,Male,58522.35505,0.20768588,45017.19619,"[200000, 500000)",0.036580816,Indexed,772,10,0.0475,0.01,0,Simple,0.1,10,8,7
N,67,Male,21681.96622,0.076945609,16678.43556,"[200000, 500000)",0.013552838,Fixed,773,10,0.0475,0.01,0,Simple,0.1,10,9,8
N,67,Male,65045.89867,0.230836827,50035.30667,"[200000, 500000)",0.040658515,Indexed,774,10,0.0475,0.01,0,Simple,0.1,10,9,8
N,67,Male,24064.3903,0.085400427,18511.06946,"[200000, 500000)",0.01504203,Fixed,775,10,0.0475,0.01,0,Simple,0.1,10,10,9
N,67,Male,72193.17089,0.25620128,55533.20838,"[200000, 500000)",0.04512609,Indexed,776,10,0.0475,0.01,0,Simple,0.1,10,10,9
N,67,Male,68858.24528,0.244366196,52967.88099,"[200000, 500000)",0.043041514,Fixed,777,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,67,Male,206574.7358,0.733098589,158903.643,"[200000, 500000)",0.129124542,Indexed,778,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,67,Male,75047.24249,0.266329894,57728.64807,"[200000, 500000)",0.046910097,Fixed,779,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,67,Male,225141.7275,0.798989683,173185.9442,"[200000, 500000)",0.14073029,Indexed,780,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,67,Male,49988.03498,0.177399031,38452.3346,"[200000, 500000)",0.031246232,Fixed,781,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,67,Male,149964.1049,0.532197092,115357.0038,"[200000, 500000)",0.093738696,Indexed,782,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,67,Male,18227.1001,0.064684877,14020.84623,"[200000, 500000)",0.01139329,Fixed,783,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,67,Male,54681.3003,0.194054631,42062.53869,"[200000, 500000)",0.034179871,Indexed,784,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,67,Male,6054.411398,0.091687006,4657.239537,"[50000, 100000)",0.011545143,Fixed,785,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,67,Male,18163.23419,0.275061019,13971.71861,"[50000, 100000)",0.03463543,Indexed,786,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,67,Male,3141.188041,0.047569633,2416.298493,"[50000, 100000)",0.005989924,Fixed,787,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,67,Male,9423.564122,0.142708899,7248.895478,"[50000, 100000)",0.017969773,Indexed,788,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,67,Male,1613.868961,0.024440165,1241.437662,"[50000, 100000)",0.003077483,Fixed,789,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,67,Male,4841.606884,0.073320495,3724.312987,"[50000, 100000)",0.009232449,Indexed,790,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,67,Male,3538.194726,0.053581837,2721.688251,"[50000, 100000)",0.006746975,Fixed,791,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,67,Male,10614.58418,0.16074551,8165.064752,"[50000, 100000)",0.020240926,Indexed,792,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,67,Male,3612.422688,0.054705933,2778.786683,"[50000, 100000)",0.006888521,Fixed,793,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,67,Male,10837.26806,0.164117798,8336.36005,"[50000, 100000)",0.020665562,Indexed,794,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,67,Male,3848.085181,0.058274766,2960.065524,"[50000, 100000)",0.007337905,Fixed,795,10,0.0475,0.01,0,Simple,0.1,10,6,5
N,67,Male,11544.25554,0.174824299,8880.196571,"[50000, 100000)",0.022013715,Indexed,796,10,0.0475,0.01,0,Simple,0.1,10,6,5
N,67,Male,4240.008022,0.064209981,3261.544633,"[50000, 100000)",0.008085262,Fixed,797,10,0.0475,0.01,0,Simple,0.1,10,7,6
N,67,Male,12720.02407,0.192629944,9784.633898,"[50000, 100000)",0.024255785,Indexed,798,10,0.0475,0.01,0,Simple,0.1,10,7,6
N,67,Male,4789.213476,0.072527058,3684.010366,"[50000, 100000)",0.00913254,Fixed,799,10,0.0475,0.01,0,Simple,0.1,10,8,7
N,67,Male,14367.64043,0.217581174,11052.0311,"[50000, 100000)",0.027397621,Indexed,800,10,0.0475,0.01,0,Simple,0.1,10,8,7
N,67,Male,5493.322267,0.083189965,4225.632513,"[50000, 100000)",0.010475204,Fixed,801,10,0.0475,0.01,0,Simple,0.1,10,9,8
N,67,Male,16479.9668,0.249569896,12676.89754,"[50000, 100000)",0.031425611,Indexed,802,10,0.0475,0.01,0,Simple,0.1,10,9,8
N,67,Male,6334.838678,0.095933751,4872.952829,"[50000, 100000)",0.012079889,Fixed,803,10,0.0475,0.01,0,Simple,0.1,10,10,9
N,67,Male,19004.51603,0.287801252,14618.85849,"[50000, 100000)",0.036239668,Indexed,804,10,0.0475,0.01,0,Simple,0.1,10,10,9
N,67,Male,21933.64506,0.332159498,16872.03466,"[50000, 100000)",0.041825218,Fixed,805,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,67,Male,65800.93518,0.996478495,50616.10399,"[50000, 100000)",0.125475653,Indexed,806,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,67,Male,25755.67905,0.39003975,19812.06081,"[50000, 100000)",0.049113446,Fixed,807,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,67,Male,77267.03715,1.17011925,59436.18243,"[50000, 100000)",0.147340337,Indexed,808,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,67,Male,23729.50692,0.359355734,18253.46686,"[50000, 100000)",0.045249743,Fixed,809,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,67,Male,71188.52075,1.078067201,54760.40058,"[50000, 100000)",0.135749228,Indexed,810,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,67,Male,17018.60936,0.257727009,13091.23797,"[50000, 100000)",0.032452747,Fixed,811,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,67,Male,51055.82807,0.773181028,39273.7139,"[50000, 100000)",0.097358242,Indexed,812,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,67,Male,37826.0824,0.049855273,29096.98646,"[500000, Inf)",0.029808541,Fixed,813,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,67,Male,113478.2472,0.149565819,87290.95938,"[500000, Inf)",0.089425623,Indexed,814,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,67,Male,15403.52282,0.020302045,11848.86371,"[500000, Inf)",0.012138623,Fixed,815,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,67,Male,46210.56846,0.060906136,35546.59112,"[500000, Inf)",0.036415868,Indexed,816,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,67,Male,6338.878707,0.008354725,4876.060544,"[500000, Inf)",0.004995303,Fixed,817,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,67,Male,19016.63612,0.025064176,14628.18163,"[500000, Inf)",0.014985908,Indexed,818,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,67,Male,13564.54979,0.017878255,10434.26907,"[500000, Inf)",0.010689435,Fixed,819,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,67,Male,40693.64938,0.053634764,31302.80721,"[500000, Inf)",0.032068304,Indexed,820,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,67,Male,13500.88931,0.017794349,10385.29947,"[500000, Inf)",0.010639268,Fixed,821,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,67,Male,40502.66792,0.053383048,31155.8984,"[500000, Inf)",0.031917803,Indexed,822,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,67,Male,13985.12014,0.018432572,10757.78472,"[500000, Inf)",0.011020862,Fixed,823,10,0.0475,0.01,0,Simple,0.1,10,6,5
N,67,Male,41955.36042,0.055297716,32273.35417,"[500000, Inf)",0.033062586,Indexed,824,10,0.0475,0.01,0,Simple,0.1,10,6,5
N,67,Male,14926.74427,0.019673645,11482.11098,"[500000, Inf)",0.011762901,Fixed,825,10,0.0475,0.01,0,Simple,0.1,10,7,6
N,67,Male,44780.23281,0.059020934,34446.33293,"[500000, Inf)",0.035288704,Indexed,826,10,0.0475,0.01,0,Simple,0.1,10,7,6
N,67,Male,16242.89609,0.02140835,12494.53545,"[500000, Inf)",0.012800084,Fixed,827,10,0.0475,0.01,0,Simple,0.1,10,8,7
N,67,Male,48728.68827,0.064225051,37483.60636,"[500000, Inf)",0.038400252,Indexed,828,10,0.0475,0.01,0,Simple,0.1,10,8,7
N,67,Male,17817.14486,0.023483231,13705.49605,"[500000, Inf)",0.014040658,Fixed,829,10,0.0475,0.01,0,Simple,0.1,10,9,8
N,67,Male,53451.43458,0.070449692,41116.48814,"[500000, Inf)",0.042121975,Indexed,830,10,0.0475,0.01,0,Simple,0.1,10,9,8
N,67,Male,19462.04166,0.025651226,14970.80128,"[500000, Inf)",0.015336906,Fixed,831,10,0.0475,0.01,0,Simple,0.1,10,10,9
N,67,Male,58386.12499,0.076953679,44912.40384,"[500000, Inf)",0.046010718,Indexed,832,10,0.0475,0.01,0,Simple,0.1,10,10,9
N,67,Male,50693.21535,0.066814323,38994.78104,"[500000, Inf)",0.039948382,Fixed,833,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,67,Male,152079.646,0.200442969,116984.3431,"[500000, Inf)",0.119845146,Indexed,834,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,67,Male,55551.66247,0.07321782,42732.04806,"[500000, Inf)",0.043777042,Fixed,835,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,67,Male,166654.9874,0.21965346,128196.1442,"[500000, Inf)",0.131331127,Indexed,836,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,67,Male,32567.18901,0.042923982,25051.68385,"[500000, Inf)",0.025664312,Fixed,837,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,67,Male,97701.56703,0.128771947,75155.05156,"[500000, Inf)",0.076992937,Indexed,838,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,67,Male,9362.043054,0.012339296,7201.57158,"[500000, Inf)",0.007377683,Fixed,839,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,67,Male,28086.12916,0.037017887,21604.71474,"[500000, Inf)",0.022133049,Indexed,840,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,72,Female,1830.218057,0.062630312,1407.860044,"[0, 50000)",0.009708418,Fixed,841,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,72,Female,5490.654171,0.187890937,4223.580132,"[0, 50000)",0.029125255,Indexed,842,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,72,Female,905.4329893,0.030984041,696.4869149,"[0, 50000)",0.004802882,Fixed,843,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,72,Female,2716.298968,0.092952122,2089.460745,"[0, 50000)",0.014408647,Indexed,844,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,72,Female,466.9197291,0.015978057,359.1690224,"[0, 50000)",0.002476782,Fixed,845,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,72,Female,1400.759187,0.047934171,1077.507067,"[0, 50000)",0.007430347,Indexed,846,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,72,Female,559.3938194,0.019142533,430.302938,"[0, 50000)",0.002967313,Fixed,847,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,72,Female,1678.181458,0.057427599,1290.908814,"[0, 50000)",0.008901938,Indexed,848,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,72,Female,680.4482653,0.023285033,523.4217425,"[0, 50000)",0.003609448,Fixed,849,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,72,Female,2041.344796,0.069855098,1570.265228,"[0, 50000)",0.010828343,Indexed,850,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,72,Female,833.8756535,0.028535339,641.4428104,"[0, 50000)",0.004423305,Fixed,851,10,0.0475,0.01,0,Simple,0.1,10,6,5
N,72,Female,2501.626961,0.085606017,1924.328431,"[0, 50000)",0.013269916,Indexed,852,10,0.0475,0.01,0,Simple,0.1,10,6,5
N,72,Female,1021.403632,0.034952572,785.6951013,"[0, 50000)",0.00541805,Fixed,853,10,0.0475,0.01,0,Simple,0.1,10,7,6
N,72,Female,3064.210895,0.104857716,2357.085304,"[0, 50000)",0.016254151,Indexed,854,10,0.0475,0.01,0,Simple,0.1,10,7,6
N,72,Female,1240.512848,0.042450519,954.2406523,"[0, 50000)",0.006580318,Fixed,855,10,0.0475,0.01,0,Simple,0.1,10,8,7
N,72,Female,3721.538544,0.127351558,2862.721957,"[0, 50000)",0.019740955,Indexed,856,10,0.0475,0.01,0,Simple,0.1,10,8,7
N,72,Female,1481.959433,0.050712855,1139.968795,"[0, 50000)",0.007861075,Fixed,857,10,0.0475,0.01,0,Simple,0.1,10,9,8
N,72,Female,4445.8783,0.152138564,3419.906385,"[0, 50000)",0.023583226,Indexed,858,10,0.0475,0.01,0,Simple,0.1,10,9,8
N,72,Female,1761.916866,0.060293036,1355.320666,"[0, 50000)",0.009346114,Fixed,859,10,0.0475,0.01,0,Simple,0.1,10,10,9
N,72,Female,5285.750599,0.180879109,4065.961999,"[0, 50000)",0.028038341,Indexed,860,10,0.0475,0.01,0,Simple,0.1,10,10,9
N,72,Female,6906.9006,0.236355084,5313.000462,"[0, 50000)",0.036637754,Fixed,861,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,72,Female,20720.7018,0.709065251,15939.00138,"[0, 50000)",0.109913263,Indexed,862,10,0.0475,0.01,0,Simple,0.1,10,12,11
N,72,Female,6941.073217,0.237524475,5339.28709,"[0, 50000)",0.036819023,Fixed,863,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,72,Female,20823.21965,0.712573426,16017.86127,"[0, 50000)",0.11045707,Indexed,864,10,0.0475,0.01,0,Simple,0.1,10,15,14
N,72,Female,6470.150503,0.221409436,4977.038848,"[0, 50000)",0.034321007,Fixed,865,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,72,Female,19410.45151,0.664228307,14931.11655,"[0, 50000)",0.102963021,Indexed,866,10,0.0475,0.01,0,Simple,0.1,10,20,19
N,72,Female,16029.46108,0.548530351,12330.35468,"[0, 50000)",0.085028509,Fixed,867,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,72,Female,48088.38324,1.645591054,36991.06403,"[0, 50000)",0.255085526,Indexed,868,10,0.0475,0.01,0,Simple,0.1,10,99,98
N,72,Female,22257.44937,0.172208653,17121.1149,"[100000, 200000)",0.020047258,Fixed,869,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,72,Female,66772.3481,0.51662596,51363.34469,"[100000, 200000)",0.060141774,Indexed,870,10,0.0475,0.01,0,Simple,0.1,10,1,0
N,72,Female,10289.5109,0.079611225,7915.008388,"[100000, 200000)",0.00926775,Fixed,871,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,72,Female,30868.53271,0.238833676,23745.02516,"[100000, 200000)",0.02780325,Indexed,872,10,0.0475,0.01,0,Simple,0.1,10,2,1
N,72,Female,5012.550503,0.038782727,3855.80808,"[100000, 200000)",0.004514798,Fixed,873,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,72,Female,15037.65151,0.11634818,11567.42424,"[100000, 200000)",0.013544395,Indexed,874,10,0.0475,0.01,0,Simple,0.1,10,3,2
N,72,Female,5932.400561,0.045899721,4563.385047,"[100000, 200000)",0.005343306,Fixed,875,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,72,Female,17797.20168,0.137699162,13690.15514,"[100000, 200000)",0.016029918,Indexed,876,10,0.0475,0.01,0,Simple,0.1,10,4,3
N,72,Female,7108.573009,0.054999913,5468.133084,"[100000, 200000)",0.006402683,Fixed,877,10,0.0475,0.01,0,Simple,0.1,10,5,4
N,72,Female,21325.71903,0.16499974,16404.39925,"[100000, 200000)",0.019208049,Indexed,878,10,0.0475,0.01,0,Simple,0.1,10,5,4
